-1	5	1	4	724	100013
-1	6	1	4	724	100013
-1	5	71	4	724	100013
-1	6	71	4	724	100013
-1	5	72	4	724	100013
-1	6	72	4	724	100013
1	13	62	4	731	100069
1	14	62	4	731	100069
1	13	63	4	731	100069
1	14	63	4	731	100069
1	13	64	4	731	100069
1	14	64	4	731	100069
-1	11	17	4	726	100073
-1	12	17	4	726	100073
-1	11	18	4	726	100073
-1	12	18	4	726	100073
-1	11	19	4	726	100073
-1	12	19	4	726	100073
1	7	14	4	725	100079
1	8	14	4	725	100079
1	7	15	4	725	100079
1	8	15	4	725	100079
1	7	16	4	725	100079
1	8	16	4	725	100079
-1	9	1	4	724	100100
-1	10	1	4	724	100100
-1	9	71	4	724	100100
-1	10	71	4	724	100100
-1	9	72	4	724	100100
-1	10	72	4	724	100100
1	11	62	4	731	100119
1	12	62	4	731	100119
1	11	63	4	731	100119
1	12	63	4	731	100119
1	11	64	4	731	100119
1	12	64	4	731	100119
-1	13	23	4	727	100161
-1	14	23	4	727	100161
-1	13	24	4	727	100161
-1	14	24	4	727	100161
-1	13	25	4	727	100161
-1	14	25	4	727	100161
-1	15	8	4	724	100177
-1	15	8	4	724	100177
-1	15	9	4	724	100177
-1	15	9	4	724	100177
-1	15	10	4	724	100177
-1	15	10	4	724	100177
-1	7	1	4	724	100214
-1	8	1	4	724	100214
-1	7	71	4	724	100214
-1	8	71	4	724	100214
-1	7	72	4	724	100214
-1	8	72	4	724	100214
-1	15	44	4	729	100295
-1	15	44	4	729	100295
-1	15	45	4	729	100295
-1	15	45	4	729	100295
-1	15	46	4	729	100295
-1	15	46	4	729	100295
-1	3	23	4	726	100419
-1	2	24	4	726	100419
-1	3	24	4	726	100419
-1	4	23	4	727	100419
-1	4	23	4	727	100419
-1	4	24	4	727	100419
1	15	62	4	727	100427
1	15	63	4	727	100427
1	15	64	4	727	100427
1	15	62	4	731	100427
1	15	63	4	731	100427
1	15	64	4	731	100427
1	9	44	4	728	100519
1	10	44	4	728	100519
1	9	45	4	728	100519
1	10	45	4	728	100519
1	9	46	4	728	100519
1	10	46	4	728	100519
1	5	14	4	725	100621
1	6	14	4	725	100621
1	5	15	4	725	100621
1	6	15	4	725	100621
1	5	16	4	725	100621
1	6	16	4	725	100621
1	7	59	4	731	100634
1	8	59	4	731	100634
1	7	60	4	731	100634
1	8	60	4	731	100634
1	7	61	4	731	100634
1	8	61	4	731	100634
-1	2	37	4	728	100654
-1	2	38	4	728	100654
1	1	37	4	728	100654
1	1	38	4	728	100654
1	2	38	4	728	100654
-1	9	5	4	724	100686
-1	10	5	4	724	100686
-1	9	6	4	724	100686
-1	10	6	4	724	100686
-1	9	7	4	724	100686
-1	10	7	4	724	100686
-1	2	13	4	725	100745
-1	2	14	4	725	100745
1	1	13	4	725	100745
1	1	14	4	725	100745
1	2	14	4	725	100745
1	9	59	4	731	100763
1	10	59	4	731	100763
1	9	60	4	731	100763
1	10	60	4	731	100763
1	9	61	4	731	100763
1	10	61	4	731	100763
1	9	14	4	725	100771
1	10	14	4	725	100771
1	9	15	4	725	100771
1	10	15	4	725	100771
1	9	16	4	725	100771
1	10	16	4	725	100771
1	5	59	4	731	100789
1	6	59	4	731	100789
1	5	60	4	731	100789
1	6	60	4	731	100789
1	5	61	4	731	100789
1	6	61	4	731	100789
-1	15	59	4	730	100795
-1	15	60	4	730	100795
-1	15	61	4	730	100795
-1	15	59	4	731	100795
-1	15	60	4	731	100795
-1	15	61	4	731	100795
-1	13	5	4	724	100850
-1	14	5	4	724	100850
-1	13	6	4	724	100850
-1	14	6	4	724	100850
-1	13	7	4	724	100850
-1	14	7	4	724	100850
1	5	44	4	728	100852
1	6	44	4	728	100852
1	5	45	4	728	100852
1	6	45	4	728	100852
1	5	46	4	728	100852
1	6	46	4	728	100852
1	2	13	4	725	100881
1	3	13	4	725	100881
1	4	13	4	725	100881
1	3	14	4	725	100881
1	4	14	4	725	100881
1	4	14	4	725	100881
1	5	5	4	725	100903
1	6	5	4	725	100903
1	5	6	4	725	100903
1	6	6	4	725	100903
1	5	7	4	725	100903
1	6	7	4	725	100903
-1	5	68	4	731	100904
-1	6	68	4	731	100904
-1	5	69	4	731	100904
-1	6	69	4	731	100904
-1	5	70	4	731	100904
-1	6	70	4	731	100904
-1	7	68	4	731	100905
-1	8	68	4	731	100905
-1	7	69	4	731	100905
-1	8	69	4	731	100905
-1	7	70	4	731	100905
-1	8	70	4	731	100905
-1	9	68	4	731	100907
-1	10	68	4	731	100907
-1	9	69	4	731	100907
-1	10	69	4	731	100907
-1	9	70	4	731	100907
-1	10	70	4	731	100907
1	15	23	4	726	100908
1	15	24	4	726	100908
1	15	25	4	726	100908
1	15	23	4	729	100908
1	15	24	4	729	100908
1	15	25	4	729	100908
1	13	23	4	726	100909
1	14	23	4	726	100909
1	13	24	4	726	100909
1	14	24	4	726	100909
1	13	25	4	726	100909
1	14	25	4	726	100909
1	15	20	4	726	100911
1	15	21	4	726	100911
1	15	22	4	726	100911
1	15	20	4	729	100911
1	15	21	4	729	100911
1	15	22	4	729	100911
-1	7	53	4	730	100913
-1	8	53	4	730	100913
-1	7	54	4	730	100913
-1	8	54	4	730	100913
-1	7	55	4	730	100913
-1	8	55	4	730	100913
1	11	23	4	726	100915
1	12	23	4	726	100915
1	11	24	4	726	100915
1	12	24	4	726	100915
1	11	25	4	726	100915
1	12	25	4	726	100915
-1	5	65	4	731	100916
-1	6	65	4	731	100916
-1	5	66	4	731	100916
-1	6	66	4	731	100916
-1	5	67	4	731	100916
-1	6	67	4	731	100916
1	11	56	4	730	100917
1	12	56	4	730	100917
1	11	57	4	730	100917
1	12	57	4	730	100917
1	11	58	4	730	100917
1	12	58	4	730	100917
1	13	56	4	730	100921
1	14	56	4	730	100921
1	13	57	4	730	100921
1	14	57	4	730	100921
1	13	58	4	730	100921
1	14	58	4	730	100921
1	15	56	4	727	100922
1	15	57	4	727	100922
1	15	58	4	727	100922
1	15	56	4	730	100922
1	15	57	4	730	100922
1	15	58	4	730	100922
1	5	2	4	724	100923
1	6	2	4	724	100923
1	5	3	4	724	100923
1	6	3	4	724	100923
1	5	4	4	724	100923
1	6	4	4	724	100923
-1	7	62	4	730	100924
-1	8	62	4	730	100924
-1	7	63	4	730	100924
-1	8	63	4	730	100924
-1	7	64	4	730	100924
-1	8	64	4	730	100924
1	7	2	4	724	100925
1	8	2	4	724	100925
1	7	3	4	724	100925
1	8	3	4	724	100925
1	7	4	4	724	100925
1	8	4	4	724	100925
1	9	2	4	724	100926
1	10	2	4	724	100926
1	9	3	4	724	100926
1	10	3	4	724	100926
1	9	4	4	724	100926
1	10	4	4	724	100926
-1	11	2	4	724	100927
-1	12	2	4	724	100927
-1	11	3	4	724	100927
-1	12	3	4	724	100927
-1	11	4	4	724	100927
-1	12	4	4	724	100927
-1	13	2	4	724	100928
-1	14	2	4	724	100928
-1	13	3	4	724	100928
-1	14	3	4	724	100928
-1	13	4	4	724	100928
-1	14	4	4	724	100928
-1	5	62	4	730	100930
-1	6	62	4	730	100930
-1	5	63	4	730	100930
-1	6	63	4	730	100930
-1	5	64	4	730	100930
-1	6	64	4	730	100930
-1	9	62	4	730	100933
-1	10	62	4	730	100933
-1	9	63	4	730	100933
-1	10	63	4	730	100933
-1	9	64	4	730	100933
-1	10	64	4	730	100933
-1	15	2	4	724	100935
-1	15	2	4	724	100935
-1	15	3	4	724	100935
-1	15	3	4	724	100935
-1	15	4	4	724	100935
-1	15	4	4	724	100935
1	13	65	4	731	100939
1	14	65	4	731	100939
1	13	66	4	731	100939
1	14	66	4	731	100939
1	13	67	4	731	100939
1	14	67	4	731	100939
-1	7	14	4	725	100940
-1	8	14	4	725	100940
-1	7	15	4	725	100940
-1	8	15	4	725	100940
-1	7	16	4	725	100940
-1	8	16	4	725	100940
-1	3	65	4	731	100942
-1	4	65	4	731	100942
-1	4	65	4	731	100942
-1	2	66	4	731	100942
