1,3,61,4 730
-1,7,34,4 727
1,1,10,4 724
1,9,34,4 727
-1,6,65,4 731
1,9,61,4 731
-1,2,69,4 731
-1,7,5,4 724
-1,6,23,4 727
-1,7,56,4 730
-1,10,70,4 731
1,1,14,4 725
1,1,31,4 727
-1,6,59,4 730
1,11,29,4 727
1,1,18,4 726
-1,3,56,4 730
1,12,15,4 725
-1,14,50,4 729
1,15,43,4 728,727
-1,8,11,4 725
-1,7,20,4 726
1,1,35,4 728
-1,10,46,4 729
-1,1,11,4 725
-1,6,61,4 730
-1,2,51,4 729
1,4,2,4 724
-1,15,51,4 729,729
-1,1,33,4 727
-1,14,22,4 726
-1,8,23,4 727
-1,8,19,4 726
-1,9,51,4 729
1,2,60,4 730
1,1,43,4 729
-1,2,41,4 728
1,9,38,4 728
-1,1,23,4 726
1,7,40,4 728
1,12,11,4 725
-1,14,54,4 730
1,15,71,4 724,729
-1,5,15,4 725
-1,8,57,4 730
1,15,14,4 725,729
1,13,72,4 724
1,2,72,4 724
-1,9,65,4 731
1,11,19,4 726
1,12,37,4 728
-1,14,32,4 727
1,4,20,4 726
-1,1,37,4 728
1,15,10,4 725,729
-1,8,39,4 728
1,15,32,4 727,729
1,8,26,4 726
-1,9,55,4 730
1,2,64,4 730
-1,6,49,4 729
-1,8,35,4 728
1,12,23,4 726
-1,2,37,4 728
-1,11,47,4 729
-1,8,29,4 727
1,15,62,4 731,727
1,12,27,4 726
1,5,1,4 724
1,8,44,4 728
-1,3,22,4 726
-1,11,69,4 731
-1,1,47,4 729
-1,5,35,4 728
1,11,39,4 728
1,3,68,4 731
1,14,57,4 730
-1,11,65,4 731
-1,1,4,4 724
-1,8,21,4 726
-1,1,29,4 727
1,6,68,4 731
-1,14,16,4 725
1,11,31,4 727
-1,12,49,4 729
-1,9,3,4 724
-1,3,34,4 727
1,4,5,4 725
-1,5,21,4 726
-1,1,25,4 726
1,10,47,4 729
1,13,56,4 730
-1,11,51,4 729
1,8,72,4 724
1,14,43,4 728
-1,4,1,4 724,724
-1,11,1,4 724
1,12,56,4 730
1,8,20,4 726
1,6,60,4 731
1,10,9,4 725
-1,14,34,4 727
-1,6,39,4 728
1,12,31,4 727
-1,12,23,4 727
-1,5,31,4 727
-1,1,53,4 730
-1,1,35,4 728
1,14,53,4 730
-1,4,66,4 731
1,7,71,4 724
-1,12,69,4 731
1,14,16,4 725
1,8,24,4 726
-1,2,23,4 726
1,9,6,4 725
-1,1,19,4 726
1,13,24,4 726
-1,15,58,4 730,730
1,6,72,4 724
1,12,21,4 726
-1,8,43,4 729
-1,3,24,4 726
-1,12,37,4 728
-1,11,45,4 729
-1,4,10,4 725,724
-1,4,72,4 724
1,8,1,4 724
-1,11,5,4 724
-1,2,59,4 730
-1,14,38,4 728
-1,6,36,4 728
-1,12,27,4 727
1,8,30,4 727
-1,12,43,4 729
1,3,36,4 728
1,15,19,4 726,729
-1,9,17,4 726
-1,5,67,4 731
-1,4,57,4 730
1,13,42,4 728
-1,6,44,4 729
1,3,46,4 729
1,8,48,4 729
1,4,10,4 725,725
-1,5,19,4 726
-1,11,41,4 729
1,13,61,4 731
-1,13,13,4 725
-1,6,40,4 728
-1,4,43,4 729,729
-1,2,64,4 730
-1,12,55,4 730
1,5,18,4 726
1,4,44,4 729
-1,10,61,4 730
1,4,62,4 731,731
1,4,18,4 726
1,3,32,4 727
-1,4,47,4 729,729
-1,12,51,4 729
1,10,31,4 727
-1,6,32,4 727
1,5,8,4 725
1,5,26,4 726
-1,15,14,4 725,725
1,3,42,4 729
1,6,33,4 727
-1,10,65,4 731
1,4,66,4 731
1,4,56,4 730,730
1,1,53,4 730
-1,6,14,4 725
1,3,60,4 730
-1,12,65,4 731
1,11,63,4 731
1,9,35,4 728
1,10,21,4 726
1,5,51,4 729
1,12,57,4 730
-1,4,37,4 728
-1,6,22,4 726
1,2,37,4 728
1,12,36,4 728
-1,4,9,4 725
-1,11,9,4 724
-1,10,57,4 730
1,14,71,4 724
1,10,15,4 725
1,12,43,4 728
1,5,41,4 728
-1,14,64,4 730
1,5,63,4 731
1,15,54,4 730,727
-1,15,24,4 727,727
1,5,14,4 725
1,4,35,4 728
-1,6,10,4 724
1,3,16,4 725
-1,7,19,4 726
1,2,15,4 725
-1,10,47,4 729
1,10,19,4 726
1,9,29,4 726
-1,6,48,4 729
1,14,61,4 731
-1,12,57,4 730
-1,15,12,4 725,725
1,4,46,4 729
-1,7,13,4 725
-1,7,31,4 727
-1,10,53,4 730
1,11,3,4 724
-1,2,40,4 728
-1,15,16,4 725,725
1,9,39,4 728
1,5,20,4 726
-1,5,8,4 724
-1,3,28,4 726
1,5,70,4 731
1,9,11,4 725
-1,15,40,4 728,728
1,7,67,4 731
-1,10,6,4 724
1,2,31,4 727
-1,6,28,4 727
1,11,18,4 726
1,3,66,4 731
1,14,59,4 731
1,6,54,4 730
-1,13,1,4 724
-1,8,3,4 724
-1,10,2,4 724
1,4,42,4 729
1,2,35,4 728
-1,6,24,4 727
-1,15,1,4 724,724
-1,9,24,4 727
1,12,40,4 728
1,13,16,4 725
1,14,49,4 729
1,3,10,4 724
-1,14,6,4 724
-1,7,8,4 724
-1,15,36,4 728,728
-1,15,5,4 724,725
-1,8,28,4 727
1,2,4,4 724
1,12,7,4 725
1,14,55,4 730
1,3,5,4 724
-1,13,5,4 724
-1,2,22,4 726
-1,15,70,4 731,731
-1,15,28,4 727,726
-1,5,34,4 727
1,2,45,4 728
1,6,26,4 726
-1,8,20,4 726
1,2,19,4 726
-1,14,2,4 724
-1,10,51,4 729
1,10,66,4 731
-1,15,32,4 727,727
-1,9,44,4 729
1,2,57,4 730
-1,10,4,4 724
-1,1,56,4 730
-1,8,52,4 729
1,7,70,4 731
1,4,60,4 731,731
1,8,21,4 726
1,8,2,4 724
1,12,64,4 731
-1,5,30,4 727
-1,1,68,4 731
-1,1,52,4 729
-1,1,34,4 727
1,2,47,4 729
-1,9,36,4 728
-1,8,24,4 727
1,8,25,4 726
1,11,44,4 728
1,7,29,4 726
1,14,33,4 727
-1,10,27,4 727
1,13,32,4 727
1,12,20,4 726
-1,8,42,4 729
-1,3,25,4 726
-1,11,44,4 729
-1,9,40,4 728
1,2,53,4 730
-1,1,60,4 731
-1,7,63,4 730
-1,11,4,4 724
-1,2,10,4 724
1,3,7,4 724
-1,3,21,4 726
-1,8,70,4 731
1,3,37,4 728
1,8,17,4 726
-1,1,72,4 724
-1,9,16,4 725
-1,1,50,4 729
1,8,58,4 730
-1,4,67,4 731,731
1,12,50,4 729
-1,3,31,4 727
-1,11,40,4 728
-1,4,63,4 731
1,7,17,4 726
1,3,23,4 727
1,11,24,4 726
-1,3,3,4 724
-1,4,35,4 728
-1,4,42,4 729
-1,13,38,4 728
-1,3,13,4 725
-1,13,49,4 729
1,13,48,4 729
-1,8,66,4 731
-1,1,13,4 725
-1,2,28,4 726
1,3,33,4 727
-1,4,39,4 728
-1,4,46,4 729
-1,9,28,4 727
-1,4,17,4 726,726
1,11,56,4 730
-1,10,33,4 727
-1,7,14,4 725
-1,2,16,4 725
1,10,7,4 725
-1,4,29,4 727
-1,8,44,4 729
1,11,20,4 726
-1,4,52,4 729
1,8,39,4 728
-1,13,71,4 724
-1,3,17,4 726
1,15,69,4 731,727
-1,2,12,4 725
-1,3,29,4 727
-1,8,72,4 724
1,1,72,4 724
-1,11,8,4 724
-1,4,44,4 729
-1,13,61,4 730
1,7,31,4 727
-1,13,43,4 729
1,5,40,4 728
-1,13,34,4 727
-1,14,65,4 731
1,5,62,4 731
1,11,37,4 728
-1,8,48,4 729
-1,4,48,4 729
-1,3,67,4 731
-1,5,24,4 727
1,15,7,4 725,729
1,7,21,4 726
-1,13,26,4 727
-1,12,56,4 730
1,8,60,4 731
-1,11,55,4 730
1,12,70,4 731
-1,15,13,4 725,725
1,5,50,4 729
1,4,47,4 729,729
-1,2,32,4 727
1,8,11,4 725
1,11,48,4 729
-1,15,17,4 726,726
1,5,54,4 730
-1,13,50,4 729
-1,14,41,4 729
1,12,62,4 731
1,5,71,4 724
-1,2,24,4 726
1,4,53,4 730
1,10,5,4 725
1,2,30,4 727
1,1,27,4 727
-1,13,54,4 730
-1,3,15,4 725
-1,14,63,4 730
1,5,46,4 728
1,12,44,4 728
-1,8,2,4 724
1,4,43,4 729,728
-1,3,39,4 728
1,2,34,4 727
1,9,33,4 727
1,1,64,4 730
-1,10,1,4 724
1,12,48,4 729
1,8,67,4 731
1,5,30,4 727
1,3,11,4 725
1,14,48,4 729
1,1,68,4 731
-1,12,72,4 724
1,11,2,4 724
-1,7,9,4 724
1,3,54,4 730
-1,15,4,4 724,724
1,14,26,4 726
-1,7,18,4 726
1,12,6,4 725
-1,5,36,4 728
1,11,6,4 725
1,1,56,4 730
-1,15,71,4 724,724
1,12,72,4 724
-1,11,18,4 726
1,15,58,4 730,727
-1,8,14,4 725
-1,6,6,4 724
1,6,27,4 726
1,1,52,4 729
-1,10,50,4 729
-1,11,2,4 724
1,13,26,4 726
1,13,41,4 728
-1,15,61,4 730,731
1,8,38,4 728
1,2,56,4 730
-1,9,45,4 729
-1,10,5,4 724
-1,8,8,4 724
-1,15,6,4 724,725
1,3,39,4 728
1,11,14,4 725
1,15,37,4 728,727
1,8,8,4 725
-1,8,4,4 724
1,5,53,4 730
-1,7,3,4 724
1,1,2,4 724
-1,5,54,4 730
1,3,29,4 727
1,7,28,4 727
1,3,2,4 724
-1,11,70,4 731
-1,11,12,4 725
1,2,52,4 729
-1,9,41,4 729
1,6,43,4 728
-1,5,58,4 730
1,6,21,4 726
1,3,6,4 724
1,3,35,4 728
-1,10,32,4 727
1,13,40,4 728
-1,11,37,4 728
-1,5,48,4 729
1,6,31,4 727
1,1,25,4 727
-1,15,35,4 728,728
-1,12,10,4 724
-1,14,1,4 724
1,3,3,4 724
-1,11,23,4 727
-1,4,11,4 725
-1,2,58,4 730
1,10,50,4 729
1,6,10,4 725
-1,5,40,4 728
1,6,39,4 728
-1,9,6,4 724
1,4,37,4 728
1,10,60,4 731
-1,11,27,4 727
-1,12,1,4 724
1,8,4,4 724
1,3,53,4 730
-1,15,55,4 730,730
-1,2,7,4 724
1,4,6,4 725,725
1,14,36,4 728
-1,2,17,4 726
1,3,13,4 725
-1,4,28,4 727
-1,6,51,4 729
1,11,21,4 726
1,10,54,4 730
-1,2,3,4 724
-1,5,44,4 729
-1,7,66,4 731
1,1,48,4 729
-1,2,13,4 725
1,12,52,4 729
1,14,20,4 726
-1,15,69,4 731,731
-1,9,61,4 730
-1,5,62,4 730
-1,7,40,4 728
-1,4,38,4 728,728
1,7,72,4 724
-1,13,60,4 730
-1,7,70,4 731
-1,15,59,4 730,731
-1,13,42,4 729
-1,13,8,4 724
-1,9,59,4 730
1,2,68,4 731
-1,10,41,4 729
1,7,5,4 725
1,10,42,4 728
1,14,14,4 725
-1,2,61,4 730
-1,4,30,4 727,727
-1,3,6,4 725
1,7,20,4 726
1,9,58,4 730
1,4,15,4 725
-1,10,38,4 728
1,5,65,4 731
1,6,38,4 728
-1,7,44,4 729
1,10,34,4 727
1,7,62,4 731
1,14,10,4 725
1,8,10,4 725
1,5,5,4 725
-1,15,45,4 729,729
1,10,38,4 728
-1,4,22,4 726
-1,9,33,4 727
1,2,42,4 728
-1,2,5,4 724
-1,13,51,4 729
1,7,52,4 729
1,13,49,4 729
1,14,22,4 726
1,10,4,4 724
1,1,26,4 727
1,10,56,4 730
-1,2,65,4 731
-1,13,66,4 731
1,4,28,4 727
-1,13,55,4 730
1,7,56,4 730
-1,3,14,4 725
-1,9,71,4 724
1,13,14,4 725
-1,7,52,4 729
1,4,24,4 727
1,13,59,4 731
1,13,27,4 726
1,7,38,4 728
-1,2,68,4 731
1,14,5,4 725
1,13,55,4 730
1,9,30,4 727
1,2,58,4 730
1,9,52,4 729
1,7,48,4 729
1,9,25,4 726
1,12,19,4 726
-1,3,40,4 728
-1,13,23,4 727
-1,7,24,4 727
1,12,60,4 731
1,14,1,4 724
-1,1,15,4 725
1,5,38,4 728
1,9,2,4 724
-1,2,55,4 730
-1,7,28,4 727
1,1,57,4 730
1,7,9,4 725
-1,3,52,4 729
-1,13,57,4 730
-1,14,26,4 727
-1,3,70,4 731
1,7,26,4 726
-1,10,22,4 726
1,13,37,4 728
-1,8,15,4 725
-1,7,46,4 729
-1,2,45,4 728
1,1,20,4 726
1,14,9,4 725
1,12,39,4 728
1,2,54,4 730
-1,9,47,4 729
-1,14,48,4 729
1,7,65,4 731
-1,2,49,4 729
1,9,63,4 731
1,13,71,4 724
1,11,53,4 730
1,7,50,4 729
-1,10,34,4 727
-1,14,44,4 729
1,12,67,4 731
1,1,16,4 725
1,12,29,4 727
1,1,47,4 729
1,9,67,4 731
1,8,9,4 725
-1,2,67,4 731
1,13,65,4 731
1,15,36,4 728,727
1,11,11,4 725
-1,10,26,4 727
1,13,33,4 727
-1,14,56,4 730
1,12,13,4 725
-1,8,31,4 727
1,12,25,4 726
1,3,28,4 727
1,1,33,4 727
1,1,51,4 729
-1,2,33,4 727
-1,11,71,4 724
1,2,21,4 726
1,10,58,4 730
-1,11,13,4 725
1,15,41,4 728,727
-1,8,13,4 725
-1,1,17,4 726
1,8,40,4 728
-1,6,38,4 728
-1,6,67,4 731
-1,11,61,4 730
-1,14,24,4 727
1,15,51,4 729,727
1,8,5,4 725
1,6,30,4 727
-1,5,49,4 729
1,8,52,4 729
1,11,70,4 731
1,11,27,4 726
1,15,2,4 724,729
-1,1,21,4 726
1,13,3,4 724
-1,5,13,4 725
1,10,72,4 724
-1,11,22,4 726
1,15,16,4 725,729
1,6,64,4 731
1,15,64,4 731,727
-1,5,59,4 730
1,6,42,4 728
-1,14,30,4 727
-1,5,41,4 729
1,12,35,4 728
-1,9,7,4 724
-1,11,59,4 730
1,13,7,4 725
-1,1,31,4 727
-1,11,26,4 727
-1,14,20,4 726
1,8,28,4 727
1,15,30,4 727,729
-1,9,53,4 730
1,2,62,4 730
1,6,46,4 728
1,15,60,4 731,727
1,14,65,4 731
1,13,23,4 726
1,6,4,4 724
1,8,46,4 728
-1,5,51,4 729
-1,12,33,4 727
-1,12,11,4 725
-1,11,49,4 729
1,13,69,4 731
-1,5,17,4 726
-1,1,39,4 728
-1,11,32,4 727
1,6,58,4 730
1,8,42,4 728
-1,5,4,4 724
-1,5,45,4 729
-1,12,15,4 725
-1,10,69,4 731
1,7,63,4 731
-1,12,47,4 729
1,5,4,4 724
-1,12,19,4 726
-1,14,19,4 726
-1,11,24,4 727
-1,1,2,4 724
-1,11,63,4 730
1,13,47,4 729
1,6,15,4 725
-1,12,29,4 727
-1,9,1,4 724
-1,3,59,4 731
-1,11,28,4 727
1,15,6,4 725,729
-1,12,25,4 727
